0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Prijs,€ 325.000,Adres,"Galgenweellaan 25, 2050 Antwerpen",Type,Appartement,Woonopp.,95 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,250 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 826,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2050/te-koop/appartement/KHMVN,Days: 248,,,,,,,,
Prijs,€ 220.000,Adres,"Kruishofstraat 347 / 1, 2610 Wilrijk",Type,Appartement,Woonopp.,76 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1976,EPC,174 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KHMTS,Days: 229,,,,,,,,,,,,,,
Prijs,€ 195.000,Adres,"Houtdok-Zuidkaai 45, 2000 Antwerpen",Type,Eengezinswoning (Huis),Woonopp.,86 m²,Grondopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bebouwing,open,Bouwjaar,1896,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/huis/KHMTL,Days: 385,,,,,,,,,,
Prijs,€ 229.000,Adres,"Julius De Geyterstraat 118 / B301, 2610 Wilrijk",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Bouwjaar,1951,EPC,199 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KHMTM,Days: 146,,,,,,,,,,,,,,,,
Prijs,€ 139.000,Adres,"Tulpstraat 4 / 203, 2060 Antwerpen",Type,Appartement,Woonopp.,52 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1965,EPC,362 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KHMSG,Days: 126,,,,,,,,,,,,,,
Prijs,€ 149.000,Adres,"Tulpstraat 4 / 103, 2060 Antwerpen",Type,Appartement,Woonopp.,52 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1965,EPC,243 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KHMSD,Days: 138,,,,,,,,,,,,,,
Prijs,€ 219.000,Adres,"Koningin Astridplein 31 / 1, 2018 Antwerpen",Type,Studio met slaaphoek (Appartement),Woonopp.,32 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1975,EPC,393 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 810,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KHMRT,Days: 129,,,,,,,,,,,,
Prijs,€ 688.000,Adres,"Hoogstraat 66, 2000 Antwerpen",Type,Handelspand met woonst (Bedrijfsvastgoed),Woonopp.,281 m²,Grondopp.,95 m²,Handelsopp.,op aanvraag »,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1918,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/bedrijfsvastgoed/KHMQM,Days: 66,,,,,,,,,,
Prijs,€ 259.000,Adres,"Van der Keilenstraat 49 / 001, 2140 Borgerhout",Type,Gelijkvloers app. (Appartement),Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,1970,EPC,170 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHMQV,Days: 111,,,,,,,,,,,,,,
Prijs,€ 189.000,Adres,"Vercammenstraat 30, 2140 Borgerhout",Type,Eengezinswoning (Huis),Woonopp.,106 m²,Grondopp.,52 m²,Slaapkamers,4,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1922,EPC,304 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 327,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KHMOD,Days: 414,,,,,,,,
Prijs,€ 420.000,Adres,"Berchemlei 250, 2140 Borgerhout",Type,Eengezinswoning (Huis),Woonopp.,124 m²,Grondopp.,"163,64 m²",Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1928,EPC,247 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KHMOC,Days: 225,,,,,,,,,,
Prijs,€ 660.000,Adres,"Rotterdamstraat 1, 2060 Antwerpen",Type,Appartementsgebouw (Bedrijfsvastgoed),Woonopp.,243 m²,Grondopp.,72 m²,Handelsopp.,op aanvraag »,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1931,EPC,213 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2060/te-koop/bedrijfsvastgoed/KHMNZ,Days: 61,,,,,,,,,,
Prijs,€ 445.000,Adres,"Thomas Greshamstraat 41, 2180 Ekeren",Type,Eengezinswoning (Huis),Woonopp.,"247,50 m²",Grondopp.,300 m²,Slaapkamers,6,Badkamers,1,Garages,1,Bebouwing,halfopen,Bouwjaar,1960,EPC,461 kWh/m²,Renovatieplicht,Van toepassing,https://www.zimmo.be/nl/ekeren-2180/te-koop/huis/KHMIR,Days: 173,,,,,,,,
Prijs,€ 169.000,Adres,"Joe Englishstraat 39 / 6, 2140 Borgerhout",Type,Appartement,Woonopp.,73 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1967,EPC,395 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 783,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHMKU,Days: 64,,,,,,,,,,,,
Prijs,€ 339.000,Adres,"Kloosterstraat 68, 2180 Ekeren",Type,Eengezinswoning (Huis),Woonopp.,174 m²,Grondopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1939,EPC,202 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/ekeren-2180/te-koop/huis/KHMHX,Days: 217,,,,,,,,,,
Prijs,€ 315.000,Adres,"Turnhoutsebaan 240 / V2, 2140 Borgerhout",Type,Appartement,Woonopp.,155 m²,Slaapkamers,4,Badkamers,1,Bouwjaar,1959,EPC,291 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.219,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHMEE,Days: 48,,,,,,,,,,,,
Prijs,€ 475.000,Adres,"Kattendijkdok-Westkaai 71 / 503, 2000 Antwerpen",Type,Appartement,Woonopp.,101 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2016,EPC,88 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.053,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHME4,Days: 215,,,,,,,,,,,,
Prijs,€ 165.000,Adres,"Bisschoppenhoflaan 443, 2100 Deurne",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,121 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,overeen te komen,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHME5,Days: 164,,,,,,,,,,
Prijs,€ 315.000,Adres,"Schepelstraat 12, 2180 Ekeren",Type,Eengezinswoning (Huis),Woonopp.,"175,50 m²",Grondopp.,197 m²,Slaapkamers,4,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1969,EPC,330 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.125,https://www.zimmo.be/nl/ekeren-2180/te-koop/huis/KHMDW,Days: 515,,,,,,
Prijs,€ 199.000,Adres,"Wittestraat 106, 2020 Antwerpen",Type,Eengezinswoning (Huis),Woonopp.,115 m²,Grondopp.,35 m²,Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1875,EPC,633 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 361,https://www.zimmo.be/nl/antwerpen-2020/te-koop/huis/KHMDF,Days: 460,,,,,,,,
Prijs,€ 245.000,Adres,"Plantin en Moretuslei 331 / D2, 2140 Borgerhout",Type,Appartement,Woonopp.,106 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,1972,EPC,119 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.132,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHMD6,Days: 142,,,,,,,,,,
Prijs,€ 179.000,Adres,"Gebroeders Leemansstraat 13, 2180 Ekeren",Type,Appartement,Woonopp.,67 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,686 kWh/m²,Renovatieplicht,Van toepassing,https://www.zimmo.be/nl/ekeren-2180/te-koop/appartement/KHMB6,Days: 84,,,,,,,,,,,,,,
Prijs,€ 349.000,Adres,"Kloosterstraat 83, 2180 Ekeren",Type,Handelspand met woonst (Bedrijfsvastgoed),Woonopp.,191 m²,Grondopp.,op aanvraag »,Handelsopp.,130 m²,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1918,EPC,236 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/ekeren-2180/te-koop/bedrijfsvastgoed/KHM73,Days: 48,,,,,,,,,,
Prijs,€ 299.000,Adres,"Kaasstraat 2 / 2, 2000 Antwerpen",Type,Appartement,Woonopp.,65 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,158 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHM7A,Days: 133,,,,,,,,,,,,,,
Prijs,€ 359.000,Adres,"Kloosterstraat 16, 2180 Ekeren",Type,Handelspand met woonst (Bedrijfsvastgoed),Woonopp.,"506,57 m²",Grondopp.,391 m²,Handelsopp.,op aanvraag »,Bebouwing,halfopen,Bouwjaar,1961,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,KI,€ 3.257,https://www.zimmo.be/nl/ekeren-2180/te-koop/bedrijfsvastgoed/KHM57,Days: 48,,,,,,,,,,
Prijs,€ 349.000,Adres,"Boekenberglei 101, 2100 Deurne",Type,Woning (Huis),Woonopp.,230 m²,Grondopp.,104 m²,Slaapkamers,7,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,450 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 877,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KHLZQ,Days: 843,,,,,,,,
Prijs,€ 269.000,Adres,"Tweemontstraat 242, 2100 Deurne",Type,Woning (Huis),Woonopp.,166 m²,Grondopp.,115 m²,Slaapkamers,4,Badkamers,2,Bebouwing,halfopen,Bouwjaar,1936,EPC,498 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 654,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KHLZP,Days: 530,,,,,,,,
Prijs,€ 189.000,Adres,"Buurtspoorweglei 16 / 204, 2140 Borgerhout",Type,Appartement,Woonopp.,55 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2016,EPC,88 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 716,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHLWI,Days: 165,,,,,,,,,,,,
Prijs,€ 99.000,Adres,"Bisschoppenhoflaan 353 / 102, 2100 Deurne",Type,Studio (Appartement),Woonopp.,39 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,1967,EPC,163 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHLUF,Days: 551,,,,,,,,,,,,,,
Prijs,€ 899.000,Adres,"Grote Markt 27 / 202, 2000 Antwerpen",Type,Appartement,Woonopp.,145 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1850,EPC,73 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.310,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHLR9,Days: 119,,,,,,,,,,
Prijs,€ 1.295.000,Adres,"Zwartzustersstraat 24-26, 2000 Antwerpen",Type,Eengezinswoning (Huis),Woonopp.,398 m²,Grondopp.,"199,61 m²",Slaapkamers,5,Badkamers,3,Garages,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,328 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/huis/KHLR1,Days: 152,,,,,,,,
Prijs,€ 685.000,Adres,"Thisiusstraat 35, 2100 Deurne",Type,Woning (Huis),Woonopp.,190 m²,Grondopp.,172 m²,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,152 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 647,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KHLMN,Days: 152,,,,,,,,
Prijs,€ 169.000,Adres,"Schoenstraat 45, 2140 Borgerhout",Type,Woning (Huis),Woonopp.,101 m²,Grondopp.,38 m²,Slaapkamers,2,Badkamers,1,Bebouwing,op aanvraag »,Bouwjaar,1930,EPC,453 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 369,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KHLFW,Days: 431,,,,,,,,
Prijs,€ 198.000,Adres,"Generaal Slingeneyerlaan 120 / 2, 2100 Deurne",Type,Appartement,Woonopp.,70 m²,Slaapkamers,2,Badkamers,1,Tuin,Z,Bouwjaar,1961,EPC,228 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHLFG,Days: 58,,,,,,,,,,,,
Prijs,€ 349.000,Adres,"Antoon Van den Bosschelaan 125 / 101, 2100 Deurne",Type,Appartement,Woonopp.,167 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,1961,EPC,127 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHLFD,Days: 167,,,,,,,,,,,,
Prijs,€ 365.000,Adres,"Nationalestraat 132 / 2, 2000 Antwerpen",Type,Appartement,Woonopp.,120 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,1987,EPC,132 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHLF8,Days: 432,,,,,,,,,,,,
Prijs,€ 125.000,Adres,"Heirmanstraat 59, 2170 Merksem",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Badkamers,1,Bouwjaar,1955,EPC,210 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 495,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/merksem-2170/te-koop/appartement/KHLF1,Days: 391,,,,,,
Prijs,€ 489.000,Adres,"Laar 229 / 101, 2180 Ekeren",Type,Appartement,Woonopp.,127 m²,Slaapkamers,3,Badkamers,1,Garages,1,Tuin,Z,Bouwjaar,2017,EPC,24 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.301,Vrij op,overeen te komen,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/ekeren-2180/te-koop/appartement/KHLAJ,Days: 186,,,,
Prijs,Prijs op aanvraag »,Adres,"Kernenergiestraat 45, 2610 Wilrijk",Type,Bedrijfsgebouw (Bedrijfsvastgoed),Woonopp.,295 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij oplevering,https://www.zimmo.be/nl/wilrijk-2610/te-koop/bedrijfsvastgoed/KHLAA,Days: 44,,,,,,,,,,
Prijs,€ 139.000,Adres,"Maurits Sabbelaan 9 / 101, 2020 Antwerpen",Type,Appartement,Woonopp.,50 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,390 kWh/m²,Renovatieplicht,Niet van toepassing,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2020/te-koop/appartement/KHL8N,Days: 283,,,,,,,,,,,,
Prijs,€ 795.000,Adres,"Jeruzalemstraat 10 / 401, 2000 Antwerpen",Type,Loft (Appartement),Woonopp.,135 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,467 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 1.418,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHL7L,Days: 235,,,,,,,,,,
Prijs,€ 197.000,Adres,"De Roest d'Alkemadelaan 9 / 80, 2600 Berchem",Type,Appartement,Woonopp.,83 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,171 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.125,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KHL7K,Days: 386,,,,,,,,,,,,
Prijs,€ 279.000,Adres,"Regenbooglei 42, 2100 Deurne",Type,Woning (Huis),Woonopp.,150 m²,Grondopp.,85 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bebouwing,gesloten,Bouwjaar,1950,EPC,273 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 666,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KHL36,Days: 1092,,,,,,
Prijs,€ 724.000,Adres,"Ringlaan 186, 2170 Merksem",Type,Woning (Huis),Woonopp.,516 m²,Grondopp.,"618,51 m²",Slaapkamers,4,Badkamers,2,Garages,2,Tuin,Z,Bebouwing,gesloten,Bouwjaar,1976,EPC,154 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/merksem-2170/te-koop/huis/KHL6G,Days: 405,,,,
Prijs,€ 324.000,Adres,"Gustaaf Garittestraat 30 / 2, 2600 Berchem",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1960,EPC,171 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 745,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KHL2R,Days: 278,,,,,,,,,,
Prijs,€ 156.000,Adres,"August Van de Wielelei, 2100 Deurne",Type,Garage,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,0 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/deurne-2100/te-koop/garage/KHKW6,Days: 106,,,,,,,,,,,,,,,,
Prijs,€ 98.000,Adres,"Mechelsesteenweg 217, 2018 Antwerpen",Type,Studio met slaaphoek (Appartement),Woonopp.,43 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,1968,EPC,507 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 798,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KHKW0,Days: 532,,,,,,,,
Prijs,€ 299.000,Adres,"Touwstraat 67, 2060 Antwerpen",Type,Eengezinswoning (Huis),Woonopp.,183 m²,Grondopp.,91 m²,Slaapkamers,3,Badkamers,1,Tuin,N,Bebouwing,op aanvraag »,Bouwjaar,1919,EPC,568 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 654,https://www.zimmo.be/nl/antwerpen-2060/te-koop/huis/KHKUE,Days: 842,,,,,,
Prijs,€ 60.000,Adres,"Sint-Gummarusstraat 40 / 5, 2060 Antwerpen",Type,Studio met slaaphoek (Appartement),Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,1971,EPC,658 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 733,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KHKT3,Days: 488,,,,,,,,,,
Prijs,€ 259.000,Adres,"Gitschotellei 272 / 3.2, 2600 Berchem",Type,Appartement,Woonopp.,81 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1940,EPC,145 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 505,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KHKTG,Days: 426,,,,,,,,,,,,
Prijs,€ 549.000,Adres,"Valkenburgstraat 2, 2018 Antwerpen",Type,Woning (Huis),Woonopp.,151 m²,Grondopp.,op aanvraag »,Slaapkamers,5,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1885,EPC,151 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2018/te-koop/huis/KHKPZ,Days: 319,,,,,,,,,,
Prijs,€ 319.000,Adres,"Van Duyststraat 103, 2100 Deurne",Type,Woning (Huis),Woonopp.,120 m²,Grondopp.,108 m²,Slaapkamers,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1938,EPC,224 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 592,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KHKL8,Days: 695,,,,,,,,,,
Prijs,€ 249.000,Adres,"Gitschotellei 324 / 202, 2100 Deurne",Type,Appartement,Woonopp.,78 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1957,EPC,238 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 682,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHKK0,Days: 335,,,,,,,,,,
Prijs,€ 359.000,Adres,"Straat niet gekend,",2000 Antwerpen,Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,459 kWh/m²,Renovatieplicht,Van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHKGW,Days: 233,,,,,,,,,,,,,
Prijs,€ 1.250.000,Adres,"Straat niet gekend,",2000 Antwerpen,Type,Penthouse (Appartement),Woonopp.,145 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2023,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHKGV,Days: 284,,,,,,,,,,,
Prijs,€ 637.500,Adres,"Jos Ratinckxstraat 6, 2600 Berchem",Type,Gelijkvloers app. (Appartement),Woonopp.,230 m²,Slaapkamers,4,Badkamers,2,Garages,1,Bouwjaar,1974,EPC,276 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 2.232,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KHKFB,Days: 198,,,,,,,,
Prijs,€ 210.000,Adres,"Groenenborgerlaan 22, 2610 Wilrijk",Type,Appartement,Woonopp.,102 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1973,EPC,148 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,overeen te komen,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KHK5J,Days: 281,,,,,,,,,,
Prijs,€ 270.000,Adres,"Gloriantlaan 57, 2050 Antwerpen",Type,Appartement,Woonopp.,87 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,165 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 927,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2050/te-koop/appartement/KHK6F,Days: 161,,,,,,,,
Prijs,€ 395.000,Adres,"Solvynsstraat 45 / 402, 2018 Antwerpen",Type,Penthouse (Appartement),Woonopp.,115 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,139 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.128,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KHK57,Days: 274,,,,,,,,,,,,
Prijs,€ 425.000,Adres,"Wijngaardberg 70, 2170 Merksem",Type,Eengezinswoning (Huis),Woonopp.,155 m²,Grondopp.,210 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1989,EPC,183 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.403,Vrij op,overeen te komen,https://www.zimmo.be/nl/merksem-2170/te-koop/huis/KHJYD,Days: 805,,,,
Prijs,€ 220.000,Adres,"Bleekhofstraat 57, 2140 Borgerhout",Type,Appartement,Woonopp.,90 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2011,EPC,124 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.195,Vrij op,01/11/2023,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KHJUK,Days: 319,,,,
Prijs,€ 449.000,Adres,"Turnersstraat 1, 2020 Antwerpen",Type,Gemengd gebruik (Huis),Woonopp.,343 m²,Grondopp.,85 m²,Slaapkamers,op aanvraag »,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,667 kWh/m²,Renovatieplicht,Van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2020/te-koop/huis/KHJU9,Days: 111,,,,,,,,,,
Prijs,€ 225.000,Adres,"Turnhoutsebaan 105, 2100 Deurne",Type,Handelsgelijkvloers (Bedrijfsvastgoed),Woonopp.,83 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Garages,1,Bebouwing,gesloten,Bouwjaar,1973,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,KI,€ 2.310,https://www.zimmo.be/nl/deurne-2100/te-koop/bedrijfsvastgoed/KHJRW,Days: 76,,,,,,,,
Prijs,€ 345.000,Adres,"Marnixplaats 14 / 3, 2000 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,502 kWh/m²,Renovatieplicht,Van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KHJU5,Days: 224,,,,,,,,,,,,
Prijs,€ 349.000,Adres,"Antoon Marstboomstraat 4 / 02, 2050 Antwerpen",Type,Appartement,Woonopp.,129 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,2000,EPC,202 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.509,https://www.zimmo.be/nl/antwerpen-2050/te-koop/appartement/KHJRP,Days: 172,,,,,,,,,,,,
Prijs,€ 145.000,Adres,"Frank Craeybeckxlaan 71 / 16, 2100 Deurne",Type,Appartement,Woonopp.,70 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1966,EPC,245 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 798,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KHJQP,Days: 559,,,,,,,,,,,,
Prijs,€ 499.000,Adres,"Brederodestraat 56, 2018 Antwerpen",Type,Garage (onderhoud) (Bedrijfsvastgoed),Woonopp.,158 m²,Grondopp.,37 m²,Handelsopp.,30 m²,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,234 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2018/te-koop/bedrijfsvastgoed/KHJPW,Days: 46,,,,,,,,,,
Prijs,€ 435.000,Adres,"Jordaenskaai 15, 2000 Antwerpen",Type,Handelspand (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/bedrijfsvastgoed/KHJOO,Days: 80,,,,,,,,,,,,
